Clase_0,Clase_1,Clase_2,Clase_3,Clase_4,Clase_5,Clase_6,Clase_7,Clase_8,Clase_9,Clase_10,Clase_11,Clase_12,Clase_13,Clase_14,Clase_15,Clase_16,Clase_17,Clase_18,Clase_19,Clase_20,Clase_21,Clase_22,Clase_23,Clase_24,Clase_25,Clase_26,Clase_27,Clase_28,Clase_29,Clase_30,Clase_31,Clase_32,Clase_33,Clase_34,Clase_35,Clase_36,Clase_37,Clase_38,Clase_39,Clase_40,Clase_41,Clase_42,Clase_43,Clase_44,Clase_45,Clase_46,Clase_47,Clase_48
3.3441156e-05,0.99194455,4.169804e-11,4.699811e-12,2.3449762e-05,0.0015003725,3.3243715e-13,2.9557332e-06,4.932813e-09,4.662945e-11,1.0651731e-09,1.3773128e-11,2.5546481e-12,9.770389e-09,2.583903e-09,6.5207655e-07,1.7674754e-08,2.7539392e-05,1.15729946e-10,1.8569897e-11,2.5075386e-10,1.0445639e-07,3.6569247e-05,2.903728e-07,0.00013128502,0.0007959108,6.229683e-08,3.171249e-05,1.6445573e-07,2.3411138e-08,3.5068579e-10,1.6476396e-06,1.1735966e-08,3.028536e-05,6.0790414e-11,0.00017245722,0.0024832156,5.275416e-09,5.8480025e-09,6.355058e-09,5.754366e-06,7.272309e-09,1.6841044e-07,6.5350594e-07,0.0027766612,3.2549532e-09,1.6393222e-11,6.313296e-08,3.8465724e-11
1.6895438e-05,0.9876178,1.6658599e-14,1.9435577e-10,1.3107768e-05,1.3531136e-06,2.735523e-14,1.7239407e-10,1.3432327e-08,1.3869703e-10,4.75491e-13,4.1348876e-14,4.4504222e-12,3.4872582e-12,4.197142e-11,4.5995353e-06,1.5161155e-09,1.0903845e-05,1.0993234e-12,3.787629e-12,6.9215216e-09,5.4810353e-06,1.2539055e-10,4.206507e-09,3.1325465e-07,0.009072212,0.0025393928,1.2633508e-06,1.1315491e-08,3.7541545e-07,4.7937893e-11,4.7254748e-08,0.0006439655,7.0438676e-11,8.186956e-15,1.20790515e-08,1.6799107e-06,1.3200032e-09,1.1746196e-09,4.749859e-10,1.0737595e-08,5.4651803e-09,1.83989e-12,6.9833506e-05,8.627851e-07,4.701692e-13,5.191458e-10,4.363324e-10,3.06092e-13
1.9161462e-05,0.99897385,9.803521e-14,2.5751756e-09,3.5242667e-06,1.0304162e-06,3.5285218e-15,6.9993085e-08,3.9678313e-10,3.1774197e-09,1.8092282e-12,7.632347e-12,7.286115e-12,1.7622567e-10,6.55832e-12,9.860528e-07,6.465399e-10,1.5986796e-05,2.0118696e-10,4.487521e-11,1.7561717e-08,1.2888988e-06,2.4409914e-07,6.1660394e-08,5.0065028e-05,5.018592e-05,2.204144e-05,6.858862e-07,5.402612e-09,3.499561e-07,4.6192925e-09,8.341803e-09,7.327299e-06,2.1003543e-09,2.0770487e-13,2.8983843e-07,2.8021761e-05,1.1098066e-09,9.495775e-10,1.2791349e-09,3.1500253e-08,1.0768889e-09,4.7052414e-11,6.6758616e-07,0.0008242737,3.793893e-11,2.5723455e-11,8.5973423e-10,4.0035644e-12
5.6984663e-06,0.9867675,5.551563e-10,2.5941532e-12,2.7659283e-07,0.0002940719,5.4310868e-14,2.0562436e-07,9.344641e-10,1.8082365e-11,1.937249e-10,4.3324897e-12,1.5152017e-11,2.2611453e-09,2.4025735e-09,1.532888e-06,8.824568e-08,0.0030012878,1.1405162e-08,3.4040398e-10,7.0617914e-11,1.5049511e-07,2.1131509e-08,5.352698e-08,0.0035939163,0.0055336244,1.1502385e-05,1.4613353e-06,2.8576758e-06,2.2947074e-06,1.1889059e-10,1.8529123e-07,3.2536005e-07,2.6073262e-06,6.882855e-11,4.2852835e-06,0.00049763144,1.0027874e-10,7.6193054e-08,1.1684785e-06,1.1458573e-06,3.4370518e-10,3.455337e-07,0.0002399145,3.58525e-05,8.804308e-12,1.2964409e-11,2.177253e-09,1.7264429e-10
0.0039218506,0.9794024,1.6048328e-10,1.6475231e-05,0.009454007,0.00065120764,4.9063132e-08,1.0081542e-05,7.497817e-05,1.3295673e-07,2.7342628e-07,1.6951086e-07,1.3119718e-06,2.5066205e-05,8.182518e-05,0.0006559328,0.00011192723,6.492868e-05,3.6181375e-06,4.928968e-07,8.86101e-06,0.0007364045,1.0216464e-05,1.8828721e-06,4.917615e-05,0.0010549861,0.00010185708,0.0006934175,3.6114616e-05,0.00015683915,2.4621642e-05,0.00020916962,6.155185e-05,0.0002405189,4.9969885e-06,0.00072974304,0.0005035654,4.963729e-05,1.1715239e-06,4.667639e-06,9.991284e-06,7.30711e-06,1.9159395e-07,0.00017824057,3.7075068e-05,1.887579e-06,0.00060915644,6.6973406e-08,2.8483533e-09
0.002744932,0.93461114,2.286697e-08,3.896226e-06,0.0008510294,0.058930457,1.1960775e-10,1.4221756e-05,2.6082694e-06,1.2251755e-06,2.0691977e-09,2.2573776e-07,3.887014e-08,8.4082865e-07,3.4039374e-06,3.6347328e-07,1.2398073e-05,9.781664e-05,8.5977234e-07,1.9230788e-07,4.775946e-06,6.3894536e-06,1.5087217e-06,5.024436e-08,0.00030685012,6.716072e-05,4.4236947e-07,8.064887e-06,1.5079584e-07,2.8460552e-06,2.1965755e-08,9.992504e-06,1.9072928e-05,4.2301967e-06,6.886057e-08,1.1749482e-05,1.7439423e-05,8.0603166e-07,1.7654662e-06,4.1243497e-06,7.650545e-06,1.7522828e-07,5.732871e-07,6.570613e-05,0.0021738017,1.1102379e-08,4.583872e-06,4.1580174e-06,4.525249e-11
1.1444755e-06,0.9918148,2.0291139e-12,1.9429788e-12,4.276854e-05,1.2354126e-05,1.4058081e-15,9.403292e-08,3.1362306e-09,2.3503869e-11,1.3501899e-11,3.231081e-12,2.5989925e-11,1.6646778e-12,2.5481173e-10,2.7578903e-06,5.442203e-10,1.4686558e-06,3.5050316e-12,2.0052663e-13,5.11548e-10,4.873719e-06,2.622944e-09,4.96272e-10,6.79085e-07,0.008037443,2.627452e-06,1.9559811e-05,1.2496056e-07,4.4949306e-08,9.2288975e-11,1.7538879e-06,2.2329465e-07,3.3217173e-10,5.980633e-15,3.502122e-06,1.2429226e-05,9.415989e-10,2.895001e-09,6.901007e-11,3.281957e-08,3.2357004e-08,2.387984e-10,3.3877062e-05,7.195625e-06,1.2715853e-12,7.6676755e-12,2.5609648e-07,1.3545666e-12
1.9394389e-07,0.99992096,7.2530844e-16,4.0620758e-12,3.5649023e-07,7.986993e-09,2.0515021e-14,2.701595e-11,1.38899665e-08,1.3223899e-12,1.04675e-14,5.978664e-16,6.024113e-14,2.5417382e-13,1.5068005e-13,6.053125e-07,2.6410435e-10,6.9980854e-10,3.113687e-16,7.528656e-14,3.8989978e-10,3.7047457e-07,4.4522407e-11,9.8263255e-09,8.6358465e-10,6.0758142e-05,6.871192e-06,1.3556145e-07,4.7873285e-11,8.3997316e-11,3.706651e-14,3.4949757e-08,9.223855e-06,1.3164299e-13,5.374372e-15,4.511429e-11,4.474791e-08,1.8724158e-10,1.0673126e-09,8.631819e-12,4.5560083e-10,1.5192316e-07,1.1007327e-13,1.3012007e-08,1.7668377e-07,5.915802e-15,3.9289388e-11,2.0829376e-11,9.87684e-15
0.0009840191,0.6937048,5.494358e-09,1.0417992e-08,6.578853e-05,0.02886443,3.1004524e-12,6.4618193e-06,4.4807415e-08,2.437716e-09,4.2126946e-09,2.940566e-08,1.641364e-08,6.3259705e-07,4.429925e-06,7.144773e-05,4.635702e-07,0.19717447,1.3937836e-06,1.6270081e-07,3.0997725e-08,3.2255434e-07,4.4942763e-07,2.6575378e-08,0.019388005,0.001509787,0.00013543315,7.020743e-06,0.00022923901,0.0006276667,8.520666e-08,4.4051024e-08,2.3096456e-05,0.001996046,5.3284435e-09,0.032539167,0.00035058436,8.9751284e-10,5.7213228e-08,5.0077877e-05,2.84698e-05,2.2123405e-07,2.9396324e-06,0.022073496,0.0001588651,1.8454527e-08,3.7859948e-08,1.2853472e-07,1.00306e-09
1.2081934e-08,0.9998889,6.4539276e-14,2.7588187e-11,1.506453e-06,5.643895e-07,3.288464e-17,1.3180575e-07,1.2138235e-10,2.4612343e-11,1.151515e-15,5.3756783e-14,9.113509e-16,1.7331732e-13,2.2603276e-14,3.6337987e-08,3.19781e-10,1.3600857e-08,7.700829e-15,7.516989e-15,1.1180582e-10,1.1524327e-07,5.9361565e-09,7.4811496e-10,2.7122502e-09,1.3384119e-05,2.2409006e-09,1.1104747e-07,5.576415e-10,7.853239e-11,9.927377e-13,2.2376085e-08,5.2588376e-07,1.5541703e-12,6.1289652e-15,2.7831268e-10,5.2309565e-07,1.2265702e-10,4.2383923e-09,2.119774e-12,3.6471846e-09,8.482113e-12,4.4454918e-13,3.7943026e-09,9.40777e-05,1.3367703e-14,1.3419628e-12,6.9279984e-08,4.1856882e-14
2.7064387e-10,1.2124755e-11,0.99584574,2.2369949e-10,1.7507124e-12,0.0017951363,8.105361e-05,8.032794e-09,1.8000252e-06,1.3429717e-07,8.348815e-06,9.3345925e-06,8.136785e-06,9.5415494e-08,1.4404782e-05,5.8509618e-06,5.592749e-07,1.3077852e-06,1.3804332e-07,2.471895e-06,1.1249765e-06,2.3163278e-07,7.0433104e-12,2.6426665e-09,3.1994176e-07,4.3378346e-08,5.5317886e-11,4.2757461e-10,5.5754253e-07,5.5032117e-09,5.542002e-05,2.7774641e-08,6.511964e-07,7.024401e-10,2.1763985e-06,8.822421e-08,9.672642e-07,1.619197e-08,5.158487e-05,0.0020885768,1.0117233e-05,2.2132085e-07,1.7432829e-07,1.9267613e-08,1.099277e-08,1.08772724e-07,2.0123885e-08,3.68485e-09,1.3185886e-05
1.97379e-09,1.5273424e-10,0.99446493,1.4660767e-10,5.4204735e-12,0.00019877682,1.5538431e-05,2.8092302e-07,2.8952277e-07,4.5134498e-06,1.0499751e-05,0.00066636683,8.705396e-06,9.293861e-09,1.583789e-07,1.1872636e-05,8.604799e-09,2.0710795e-06,8.212468e-08,1.4743839e-05,2.7150996e-08,3.6711724e-06,5.944208e-11,1.7428714e-08,4.4669837e-06,2.7064186e-06,9.512398e-11,1.5551625e-07,5.7519234e-08,1.6506834e-09,1.7533805e-05,1.8487182e-07,2.683154e-07,6.191161e-10,3.0943852e-07,5.0915374e-09,1.2774667e-05,1.9176847e-05,0.004003104,0.00051771366,3.645811e-06,1.822763e-07,9.063746e-08,4.1899522e-08,5.3802e-08,7.7268716e-08,1.1557768e-09,4.4066738e-07,1.426126e-05
7.8054956e-07,1.3198168e-07,0.963106,1.0031051e-06,2.9923402e-08,0.0019845155,0.00017371372,4.747316e-05,5.511418e-05,0.00024702557,4.4660454e-05,0.0025888614,0.0005034489,1.1156486e-06,9.246063e-05,0.00016903486,7.992191e-05,8.673737e-05,4.525426e-05,0.00025164706,1.3322618e-05,0.00011681934,1.1177258e-07,1.4056754e-06,0.00018635516,0.00013901605,7.909945e-08,2.1973988e-06,2.0707454e-05,8.235913e-06,4.775811e-05,7.0988695e-05,2.3858966e-05,2.2779565e-07,3.3220243e-05,9.134108e-07,4.539197e-05,3.416671e-05,0.022417124,0.006392497,0.00020999786,1.2899455e-05,8.508219e-05,4.0787836e-06,1.1596348e-05,2.2200275e-06,3.6549848e-06,0.00017933329,0.000457874
1.7741172e-07,5.3690336e-08,0.9881417,2.9496533e-07,1.1986327e-09,0.0024875377,8.90682e-06,8.023719e-05,3.279237e-06,6.51912e-05,1.847778e-05,0.0008708377,2.376149e-05,5.0557054e-07,0.00012274316,1.998862e-05,1.486839e-06,3.305986e-05,9.901362e-06,0.0002618628,1.3548802e-06,8.751164e-06,1.6456472e-08,3.3921688e-07,7.759356e-05,6.729742e-05,5.799574e-09,1.1789537e-06,7.18191e-06,3.7027277e-08,0.00011113747,5.9393924e-06,2.6237724e-06,4.0957738e-07,4.103732e-06,1.3529873e-06,1.7572196e-05,8.227437e-06,0.0008314407,0.0064788153,2.38408e-05,3.557883e-05,1.7666278e-05,4.8030593e-06,1.199145e-05,5.0050535e-06,2.494324e-08,5.360038e-05,7.199291e-05
1.02816585e-07,4.3387125e-09,0.5722723,1.8563842e-08,4.9301195e-11,0.24481432,2.0244802e-06,8.421095e-05,2.0138825e-05,8.0870575e-07,2.4042488e-06,0.00019638859,3.7147004e-06,7.0169034e-07,0.00012068462,9.806183e-05,0.002530515,4.8407146e-05,1.868871e-05,3.505283e-05,4.501864e-07,1.0769614e-08,3.0333814e-07,2.8438736e-08,0.00040813067,1.9067782e-05,2.0846037e-11,3.2017464e-10,2.388618e-05,7.155508e-06,2.8911182e-07,6.9668204e-07,1.5624602e-06,2.7529645e-06,0.00043744541,5.3667844e-07,6.4296685e-08,4.6529455e-10,0.00023853559,0.17449208,0.0034174612,4.1188194e-08,0.00047413842,5.417216e-08,7.523994e-06,2.1936692e-07,2.825448e-08,1.1200053e-05,0.00020779061
0.00010664717,0.0001244425,0.3683941,5.1942527e-05,6.4222995e-06,0.04139062,0.008640172,0.00032192466,0.0013092242,0.0024537623,0.0014959347,0.0065045543,0.0011183005,0.0004440785,0.0034015789,0.02818595,4.6079876e-05,0.0053196806,2.0399071e-05,0.09120628,0.0012417523,0.0018726526,2.8964403e-05,0.0066789575,0.00816667,0.00092279457,0.00047017614,0.00024466153,0.002194564,0.00010794751,0.059845753,0.00029832992,0.0069013713,0.00049083243,0.0011596303,0.00175201,0.045367137,0.0007632462,0.021530515,0.16781795,0.036844514,0.056417514,0.00041429317,0.0002615552,0.0059117535,0.002452693,7.357836e-05,0.0010851237,0.008140931
6.854387e-08,1.4783091e-10,0.6962592,3.6008924e-08,8.99977e-12,0.010143562,0.0077565466,1.6031913e-07,9.5932955e-05,1.4929513e-05,0.00029305276,0.0002089964,0.0002426029,1.8738837e-06,8.375325e-05,0.00014418956,0.00044193046,2.4214244e-06,4.8726133e-07,0.00032173024,6.064349e-05,1.489099e-07,1.5932057e-08,2.343731e-06,5.713055e-05,2.5261576e-07,7.885507e-10,2.2217884e-10,2.778351e-06,1.3584378e-07,9.4149604e-05,1.1772674e-06,3.6680078e-06,3.365749e-07,0.00092536135,8.7209025e-07,4.7233206e-07,4.1367647e-09,0.00024695267,0.27967626,0.0018695605,0.00017828772,9.687301e-05,1.8647017e-07,3.190077e-06,3.2898235e-05,3.8400873e-07,1.6416607e-07,0.0007342368
1.1440527e-05,2.6074856e-09,0.04104976,1.834103e-06,1.994464e-09,0.008855567,0.0003759533,1.795844e-05,0.077549875,7.027481e-05,0.00040464083,0.00015435596,0.0064937472,0.017981747,0.46704045,9.243939e-06,1.0081079e-06,2.5085059e-05,0.00763829,0.1099109,3.234915e-05,2.417003e-07,1.8166567e-06,4.8449834e-07,0.0009594743,0.009445204,7.3759776e-10,5.3678453e-09,1.3795251e-05,1.8751746e-06,0.11029749,0.00096342847,1.7953576e-05,0.00051051925,0.120449804,0.00011772902,0.0050359303,0.0002574196,6.9527914e-07,0.0019439383,0.00048570332,0.0014764224,1.1099208e-06,0.0071471496,0.0005302651,0.0025874265,3.047598e-06,2.0063206e-07,0.00012625434
1.18044134e-07,8.080765e-09,0.9688325,3.7109398e-08,2.3270963e-09,0.0107471775,0.010629275,1.1728306e-06,5.8132853e-05,3.8056035e-06,0.00022578162,0.0009411852,0.0001020638,1.8388819e-06,0.00012103582,0.00038511827,2.2107775e-05,2.1665908e-05,7.7004404e-07,0.00024442538,3.1804618e-06,1.8819073e-05,1.3098353e-08,1.248442e-06,3.7880294e-05,1.7965027e-05,8.069e-09,4.268466e-07,1.1654667e-05,9.171101e-07,0.0002663325,9.637157e-06,8.029631e-06,4.920017e-07,0.00030164723,1.4051785e-06,9.3759096e-05,5.4225193e-06,0.002869339,0.0029174737,0.00071668,6.3367654e-05,6.253534e-05,3.0780868e-07,9.591015e-07,6.85285e-06,6.5096237e-06,5.4678635e-06,0.00023338365
1.3715695e-06,8.995286e-06,0.0008667355,1.02189816e-07,8.183656e-08,0.43166015,1.9159476e-07,0.0020512568,7.443729e-07,1.887622e-05,9.148759e-09,4.1799165e-05,1.4271973e-06,4.351975e-07,7.503789e-08,1.7574122e-06,0.16281089,0.0005837106,2.9544249e-06,6.97105e-07,1.9877309e-05,6.585358e-07,9.421537e-05,1.6288373e-05,0.00012419754,1.3308924e-05,1.0794851e-08,4.4305275e-09,0.0026967248,0.0055587604,7.4132873e-09,5.873629e-05,1.950708e-06,2.7649453e-06,0.0035734656,2.5088457e-07,3.9600098e-07,4.8560342e-09,0.29538485,0.0019862046,0.08558983,2.5923794e-10,0.0006756667,2.1934022e-07,0.0005041865,6.9713684e-09,1.7855956e-07,5.591384e-05,0.0055891317
0.00031944297,4.731615e-05,0.0009359923,0.03127371,0.00023841912,0.015120989,0.0015469847,0.018322306,0.013660284,0.007010068,0.00013343988,0.029217714,0.017859962,0.0008857961,0.00060238666,0.00065097475,0.001125918,9.24241e-06,0.0011820316,0.0077182194,0.000818719,0.0005184352,0.0010471576,8.9028676e-05,0.00089092413,0.024295246,1.3361345e-06,0.00015104636,0.00019032328,2.7577165e-05,0.007687923,0.022304455,0.0006808109,0.0006116952,0.094523855,0.00024148123,2.6234235e-05,0.0028766927,0.0009644062,0.0021847296,0.018634545,0.6386984,0.00016626118,0.00060329563,0.0011368652,0.0035445124,0.0013629313,0.015570406,0.012289579
4.229977e-05,7.5243776e-07,1.1921189e-07,0.89180624,8.58565e-08,1.2544517e-05,1.907089e-07,0.022028156,9.629651e-06,0.018902427,3.476704e-09,0.007852083,7.7904826e-07,6.548408e-08,2.4415697e-06,1.7104079e-06,7.877929e-06,1.0428949e-07,1.9935964e-05,0.02223745,9.475236e-07,4.287985e-05,5.1013965e-05,1.570555e-07,2.900267e-05,0.0033337427,4.0626924e-10,5.8754244e-07,5.7051477e-07,1.1008586e-06,4.745735e-06,0.014806783,2.8781798e-05,4.839867e-06,0.0057129995,1.3212148e-09,4.399428e-09,0.004015792,1.3370644e-05,2.7789706e-06,0.0005673278,2.1063963e-05,4.7313733e-08,2.228632e-06,0.004107452,1.0831442e-05,1.3418232e-06,0.004297147,1.7505425e-05
2.1031044e-06,1.2839545e-09,4.2842527e-10,0.98082936,1.1841036e-08,1.0462717e-05,1.1051546e-09,0.003260381,4.355843e-08,1.3203492e-05,7.3359296e-10,0.012859051,1.2123554e-07,3.774962e-09,8.6943817e-07,8.178508e-08,2.9838039e-09,7.444061e-08,0.0010674897,0.00048696192,1.2321925e-10,1.643346e-06,7.4972027e-06,1.5450323e-10,3.759779e-05,6.12516e-05,6.0155613e-13,2.6450157e-06,1.7871061e-08,3.2322542e-09,0.00035209864,3.023115e-06,2.6969278e-09,0.00012094437,2.6108133e-05,3.6493976e-08,3.2232209e-10,7.5643384e-06,1.5392966e-10,1.0304775e-08,2.3302134e-07,0.00011349955,3.5701802e-08,4.4762353e-07,1.0348136e-06,0.0006340227,3.6518816e-07,9.9621044e-05,4.4666468e-08
5.5498203e-06,2.8602456e-06,8.417993e-08,0.90603095,0.00012669395,1.3680064e-05,1.9396627e-08,0.0022043085,0.0014156916,0.0005207815,3.266304e-08,5.6017747e-05,0.00014416757,0.00020497202,0.0003966728,1.3455751e-05,0.0005024802,2.4795963e-06,0.00841334,0.001104258,0.00076654745,7.147158e-05,5.79573e-06,8.112845e-09,2.1506986e-07,0.0017459273,6.291371e-07,1.6909449e-07,0.00038861446,0.0019596366,0.0001374129,0.046779614,0.0023064797,2.5307504e-06,0.0043660006,7.914047e-06,9.5500674e-08,0.0003355873,0.00021307459,0.00015236906,0.0006038446,1.08799e-06,2.9286649e-09,0.000101727215,0.00010869094,2.991034e-07,0.00075507583,8.369528e-05,0.017946994
